time_seconds,time_minutes,cadence_rpm,confidence
4.959769472082407,0.08266282453470677,48.19343750277436,0.08898422842517696
6.935612595107106,0.1155935432517851,48.19343750277436,0.09484967621470831
8.911455718131805,0.14852426196886342,66.26597656631475,0.09495847827078344
10.887298841156502,0.1814549806859417,66.26597656631475,0.11456176905930648
12.863141964181201,0.21438569940302002,66.26597656631475,0.12057170202836157
14.8389850872059,0.24731641812009833,66.26597656631475,0.11933995222516829
16.814828210230598,0.2802471368371766,36.145078127080765,0.13307206231771537
18.790671333255297,0.3131778555542549,36.145078127080765,0.1633003941331317
20.766514456279996,0.3461085742713333,36.145078127080765,0.23570606012651277
22.742357579304695,0.3790392929884116,42.16925781492756,0.18104072423989603
24.718200702329394,0.4119700117054899,42.16925781492756,0.18461063888536652
26.694043825354093,0.4449007304225682,42.16925781492756,0.19107888506888027
28.669886948378792,0.47783144913964654,48.19343750277436,0.16901859304049732
30.64573007140349,0.5107621678567249,36.145078127080765,0.17612812444237572
32.62157319442819,0.5436928865738031,48.19343750277436,0.18843880950669692
34.59741631745289,0.5766236052908815,48.19343750277436,0.16065497607842041
36.573259440477585,0.6095543240079597,36.145078127080765,0.11066238223512984
38.54910256350229,0.6424850427250381,42.16925781492756,0.13278297267542763
40.52494568652698,0.6754157614421163,42.16925781492756,0.1487474464656334
42.50078880955168,0.7083464801591947,42.16925781492756,0.13534440095964842
44.47663193257638,0.7412771988762731,42.16925781492756,0.1306775581592368
46.45247505560108,0.7742079175933513,42.16925781492756,0.16735236849433285
48.42831817862578,0.8071386363104297,54.21761719062115,0.09707078962832089
50.404161301650475,0.8400693550275079,36.145078127080765,0.10386177009735084
52.38000442467518,0.8730000737445863,36.145078127080765,0.11845719778953602
54.355847547699874,0.9059307924616645,36.145078127080765,0.12654135649872156
56.331690670724576,0.938861511178743,36.145078127080765,0.14995089638022815
58.30753379374927,0.9717922298958211,36.145078127080765,0.15844931670191248
60.28337691677397,1.0047229486128995,36.145078127080765,0.21074962443671766
62.25922003979867,1.0376536673299779,36.145078127080765,0.1707901923578123
64.23506316282337,1.070584386047056,36.145078127080765,0.13326656337707246
